gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
158742,3,1/07/2019,,S&P 500 Comp-Ltd,I0003,MARKETAXESS HOLDINGS INC,MKTX
5492,3,2/07/2019,,S&P 500 Comp-Ltd,I0003,L3HARRIS TECHNOLOGIES INC,LHX
17874,3,15/07/2019,,S&P 500 Comp-Ltd,I0003,T-MOBILE US INC,TMUS
15267,3,9/08/2019,,S&P 500 Comp-Ltd,I0003,IDEX CORP,IEX
165123,3,9/08/2019,,S&P 500 Comp-Ltd,I0003,LEIDOS HOLDINGS INC,LDOS
10614,3,12/08/2019,,S&P 500 Comp-Ltd,I0003,GLOBE LIFE INC,GL
,3,31/03/1964,,S&P 500 Comp-Ltd,I0003,DOWDUPONT INC.,DWDP
,3,31/03/1964,,S&P 500 Comp-Ltd,I0003,McGraw Hill Financial,MHFI
,3,31/03/1964,,S&P 500 Comp-Ltd,I0003,McGraw Hill Financial,MHP
10614,3,30/04/1989,8/08/2019,S&P 500 Comp-Ltd,I0003,Torchmark Corporation,TMK
,3,1/08/2006,30/05/2018,S&P 500 Comp-Ltd,I0003,WYNDHAM WORLDWIDE CORPORATION,WYN
,3,30/11/1999,2/06/2017,S&P 500 Comp-Ltd,I0003,Yahoo Inc,YHOO
,,13/05/1981,,S&P 500 Comp-Ltd,I0003,Computer Sciences Corporation,CSC
,,24/06/1992,,S&P 500 Comp-Ltd,I0003,"Praxair, Inc.",PX
,,12/12/2011,,S&P 500 Comp-Ltd,I0003,AGL Resources,GAS
,,1/07/1998,,S&P 500 Comp-Ltd,I0003,SLM Corporation,SLM
,,29/01/2002,31/12/2015,S&P 500 Comp-Ltd,I0003,,ACE
,,31/10/2012,29/04/2016,S&P 500 Comp-Ltd,I0003,,ADT
,,17/04/2000,30/11/2015,S&P 500 Comp-Ltd,I0003,,ALTR
,,30/11/2006,,S&P 500 Comp-Ltd,I0003,,CBG
,,31/08/2004,,S&P 500 Comp-Ltd,I0003,,COH
,,31/12/2010,31/05/2016,S&P 500 Comp-Ltd,I0003,,CVC
,,29/12/2006,30/06/2015,S&P 500 Comp-Ltd,I0003,,DTV
,,30/06/2009,28/09/2012,S&P 500 Comp-Ltd,I0003,,DV
,,31/01/2007,29/02/2016,S&P 500 Comp-Ltd,I0003,,ESV
,,31/03/2014,29/02/2016,S&P 500 Comp-Ltd,I0003,,GMCR
,,30/01/2009,,S&P 500 Comp-Ltd,I0003,,HCN
,,30/09/2008,,S&P 500 Comp-Ltd,I0003,,HRS
,,31/08/2001,30/05/2014,S&P 500 Comp-Ltd,I0003,,IGT
,,29/11/2013,,S&P 500 Comp-Ltd,I0003,,KORS
,,28/11/2008,31/01/2014,S&P 500 Comp-Ltd,I0003,,LIFE
,,31/08/2007,,S&P 500 Comp-Ltd,I0003,,LUK
,,17/12/2004,,S&P 500 Comp-Ltd,I0003,,NWS
,,30/11/2009,,S&P 500 Comp-Ltd,I0003,,PCLN
,,31/01/2007,31/01/2017,S&P 500 Comp-Ltd,I0003,,SE
,,28/02/2007,29/05/2015,S&P 500 Comp-Ltd,I0003,,TEG
,,28/09/2007,26/07/2017,S&P 500 Comp-Ltd,I0003,,TSO
,,28/11/2014,,S&P 500 Comp-Ltd,I0003,,UA
,,17/07/2006,31/03/2015,S&P 500 Comp-Ltd,I0003,,WIN
,,31/01/2008,3/05/2017,S&P 500 Comp-Ltd,I0003,,GCI
,,31/03/2009,27/02/2019,S&P 500 Comp-Ltd,I0003,,NU
,,31/03/2009,27/02/2019,S&P 500 Comp-Ltd,I0003,,ES
